,num_head_list,num_trans_list,mlp_size_list,accuracy_list,training_loss_list,validation_loss_list,time_list,confusion_matrix_list
0,1,1,128,0.960352422907489,"[91.93866729736328, 15.567978858947754, 14.31008529663086, 26.54561424255371, 16.724620819091797, 53.71828842163086, 72.2151107788086, 20.61185646057129, 8.612126350402832, 7.197866916656494, 12.662437438964844, 35.54963302612305, 28.384838104248047, 17.18671417236328, 8.85831069946289, 3.180537700653076, 2.3415541648864746, 10.31340503692627, 2.0859127044677734, 0.8457940220832825, 7.943160057067871, 2.0104689598083496, 2.4154372215270996, 1.8930336236953735, 2.7847607135772705, 3.1405763626098633, 1.59354829788208, 2.661205291748047, 3.3647561073303223, 151.09719848632812]","[9.313665390014648, 50.21625518798828, 26.112621307373047, 30.00711441040039, 30.314163208007812, 77.54097747802734, 13.651206970214844, 35.460628509521484, 17.399932861328125, 29.544300079345703, 29.466590881347656, 49.19662857055664, 45.60408020019531, 5.710486888885498, 19.87460708618164, 14.119641304016113, 17.55365562438965, 16.55175018310547, 7.282714366912842, 33.331886291503906, 4.794897079467773, 17.243701934814453, 5.762861251831055, 12.452576637268066, 12.33669662475586, 7.675975322723389, 8.382184982299805, 4.767695903778076, 14.496502876281738, 186.57496643066406]",24.24070382118225,"[[141   1   0]
 [  2 142  15]
 [  0   0 153]]"
1,1,1,256,0.8964757709251101,"[100.29854583740234, 13.681541442871094, 16.308887481689453, 25.419538497924805, 310.5807189941406, 45.99562454223633, 13.3760347366333, 4.029214382171631, 4.212011814117432, 2.7115819454193115, 7.614780426025391, 5.978832244873047, 2.126652956008911, 3.627849817276001, 2.1718058586120605, 1.1563966274261475, 1.093701720237732, 4.068204879760742, 2.668560028076172, 2.306732177734375, 3.2529916763305664, 0.2900146543979645, 13.086828231811523, 10.693394660949707, 6.175469398498535, 3.9963903427124023, 5.112563610076904, 1.473075032234192, 4.866175651550293, 2.334343910217285, 1.794960618019104, 0.8091439008712769]","[9.349867820739746, 24.1438045501709, 36.458335876464844, 5.860450267791748, 61.18183517456055, 41.90300750732422, 43.39872741699219, 17.495634078979492, 13.406105995178223, 20.24877166748047, 51.286441802978516, 28.18197250366211, 7.498834609985352, 4.835300922393799, 2.5448451042175293, 4.21289587020874, 7.736690521240234, 8.241676330566406, 12.224183082580566, 4.801089286804199, 2.901374578475952, 42.43206024169922, 42.48805236816406, 35.48727798461914, 21.67618751525879, 13.776512145996094, 9.636459350585938, 6.053997039794922, 4.465363502502441, 10.22793960571289, 10.19307804107666, 13.26470947265625]",32.61532521247864,"[[142   0   0]
 [ 43 112   4]
 [  0   0 153]]"
2,1,1,512,0.9933920704845814,"[256.6338195800781, 23.541481018066406, 5.83920955657959, 7.011557579040527, 20.997617721557617, 112.27566528320312, 163.57550048828125, 12.354818344116211, 6.627098560333252, 5.382662296295166, 1.4123097658157349, 5.6068878173828125, 0.7641072273254395, 1.743262529373169, 0.9274356961250305, 0.0021430691704154015, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10, 8.765386749765014e-10]","[44.191505432128906, 11.510160446166992, 8.457816123962402, 10.818811416625977, 36.587303161621094, 108.89936065673828, 57.68485641479492, 58.11772155761719, 34.094749450683594, 14.645174026489258, 13.62936019897461, 7.948856830596924, 12.477527618408203, 11.489347457885742, 2.2255330085754395, 1.793522834777832, 1.7772536277770996, 1.7772537469863892, 1.7772536277770996, 1.7772536277770996, 1.77725350856781, 1.7772538661956787, 1.7772537469863892, 1.7772537469863892, 1.7772537469863892, 1.7772539854049683, 1.7772539854049683]",56.14937734603882,"[[141   1   0]
 [  0 157   2]
 [  0   0 153]]"
3,1,1,1024,0.9889867841409692,"[402.9394226074219, 29.553911209106445, 16.640541076660156, 29.036319732666016, 17.802825927734375, 7.540057182312012, 8.808719635009766, 5.0083231925964355, 3.4883761405944824, 3.5927183628082275, 2.4483211040496826, 3.2076785564422607, 4.4933695793151855, 72.61018371582031, 141.97503662109375, 5.3715996742248535, 0.8934290409088135, 1.547663688659668, 1.227909803390503, 0.9974254369735718, 0.49107635021209717, 0.4357139766216278, 0.7954110503196716, 0.57235187292099, 1.5273351669311523, 1.1130235195159912, 0.9303580522537231, 0.5143020749092102, 0.1701725274324417, 0.0155000826343894, 0.18005573749542236, 5.982285955496991e-08, 5.828896121329308e-08, 5.806983338629834e-08, 5.7850705559303606e-08, 5.7850705559303606e-08, 5.785071266473096e-08, 5.763158128502255e-08, 5.741245345802781e-08, 5.7193325631033076e-08, 5.697419780403834e-08, 5.6755069977043604e-08, 5.653594215004887e-08, 5.6097686496059396e-08, 5.587855866906466e-08, 5.544030301507519e-08, 5.522117163536677e-08, 5.478291242866362e-08, 5.4563788154382564e-08, 5.4344667432815186e-08, 5.3906404673398356e-08, 5.3468149019408884e-08, 5.302989336541941e-08, 5.259163771142994e-08, 5.215337850472679e-08, 5.1715126403450995e-08, 5.105773581703943e-08, 5.061947661033628e-08, 5.0181220956346806e-08, 4.9742965302357334e-08, 4.9085578268659447e-08, 4.842819123496156e-08, 4.777080420126367e-08, 4.7113417167565785e-08, 4.645602658115422e-08, 4.579863954745633e-08, 4.5141252513758445e-08, 4.426473410035214e-08, 4.382647489364899e-08, 4.294995648024269e-08, 4.2292565893831124e-08, 4.1635182412846916e-08, 4.097779182643535e-08, 4.010127341302905e-08, 3.944388282661748e-08, 3.8786495792919595e-08, 3.7909973826799614e-08, 3.7033451860679634e-08, 3.615692989455965e-08, 3.549953930814809e-08, 3.462301378931443e-08, 3.374648827048077e-08, 3.308909413135552e-08, 3.243170354494396e-08, 3.15551780261103e-08, 3.089778743969873e-08, 3.024039330057349e-08, 2.9363873110810346e-08, 2.8706475418971422e-08, 2.8049081279846177e-08, 2.7391688917077772e-08, 2.6734293001595688e-08, 2.6296033794892537e-08, 2.5638636103053614e-08, 2.498124018757153e-08, 2.4323847824803124e-08, 2.3885581512672616e-08, 2.3447318753255786e-08, 2.2789917508703184e-08, 2.2351656525643193e-08]","[22.9647274017334, 12.200841903686523, 42.636775970458984, 93.06539916992188, 13.420313835144043, 9.11303424835205, 28.242122650146484, 9.226175308227539, 6.036332130432129, 10.70782470703125, 6.488884925842285, 14.924567222595215, 7.627018451690674, 664.7591552734375, 19.48414421081543, 13.164402961730957, 8.827696800231934, 5.390220642089844, 10.989113807678223, 6.919956207275391, 3.5936241149902344, 4.756712913513184, 3.9040257930755615, 7.688627243041992, 1.6447820663452148, 4.576822757720947, 4.675573348999023, 1.950092077255249, 1.489202857017517, 2.070406198501587, 1.2001622915267944, 1.2077161073684692, 1.2077196836471558, 1.2077239751815796, 1.2077289819717407, 1.207733392715454, 1.2077387571334839, 1.2077432870864868, 1.2077497243881226, 1.207756757736206, 1.2077624797821045, 1.2077709436416626, 1.2077791690826416, 1.2077829837799072, 1.2077940702438354, 1.2078073024749756, 1.207817554473877, 1.2078282833099365, 1.2078404426574707, 1.2078536748886108, 1.2078651189804077, 1.2078841924667358, 1.2078925371170044, 1.207915186882019, 1.2079344987869263, 1.2079524993896484, 1.207971453666687, 1.2079808712005615, 1.2080152034759521, 1.208038330078125, 1.208059549331665, 1.2080897092819214, 1.2081122398376465, 1.2081480026245117, 1.2081795930862427, 1.2082115411758423, 1.2082366943359375, 1.2082829475402832, 1.208317518234253, 1.208359718322754, 1.2084017992019653, 1.208444595336914, 1.2084894180297852, 1.2085336446762085, 1.208579421043396, 1.2085909843444824, 1.2086788415908813, 1.2087366580963135, 1.2087926864624023, 1.2088468074798584, 1.2089049816131592, 1.2089648246765137, 1.209026575088501, 1.2090845108032227, 1.2091591358184814, 1.2092273235321045, 1.2092974185943604, 1.2093658447265625, 1.2094380855560303, 1.2095108032226562, 1.2095896005630493, 1.209660530090332, 1.2097421884536743, 1.2098158597946167, 1.2098772525787354, 1.209962010383606, 1.2100419998168945, 1.2101234197616577, 1.210209846496582, 1.2102974653244019]",488.85084104537964,"[[142   0   0]
 [  2 155   2]
 [  0   1 152]]"
4,1,2,128,0.973568281938326,"[145.4004364013672, 11.45810317993164, 26.110519409179688, 21.09071922302246, 7.135848045349121, 6.1728973388671875, 1.5130716562271118, 1.6899663209915161, 3.524883508682251, 2.9500060081481934, 2.8728220462799072, 3.2855255603790283, 4.505214214324951, 38.080352783203125, 22.592178344726562, 19.515914916992188, 4.427682399749756]","[47.325660705566406, 8.124884605407715, 53.406925201416016, 23.558698654174805, 13.322635650634766, 3.8636631965637207, 3.633511781692505, 3.273052930831909, 8.951622009277344, 8.519051551818848, 6.529134273529053, 4.025343894958496, 13.050610542297363, 30.68416404724121, 47.048980712890625, 22.186540603637695, 16.221155166625977]",21.483232975006104,"[[139   3   0]
 [  2 150   7]
 [  0   0 153]]"
5,1,2,256,0.9933920704845814,"[136.20388793945312, 8.200379371643066, 12.203773498535156, 14.692737579345703, 20.565872192382812, 47.222896575927734, 11.98548412322998, 8.214219093322754, 3.6085028648376465, 5.473057746887207, 1.1360706090927124, 15.304919242858887, 76.73348236083984, 29.94651222229004, 19.759925842285156, 14.517518997192383, 23.500818252563477, 6.164390563964844, 2.626344680786133, 2.252199172973633, 4.919249057769775]","[83.1270523071289, 17.323619842529297, 16.00448226928711, 139.71347045898438, 69.45481872558594, 50.39054870605469, 24.673873901367188, 14.246679306030273, 13.242212295532227, 13.749576568603516, 7.351977825164795, 177.80691528320312, 67.9197998046875, 78.49272155761719, 39.64381408691406, 40.12489700317383, 47.630672454833984, 12.89863109588623, 4.427227973937988, 26.869300842285156, 9.047691345214844]",31.249149322509766,"[[139   3   0]
 [  0 159   0]
 [  0   0 153]]"
6,1,2,512,0.9889867841409692,"[219.91836547851562, 14.590132713317871, 8.62363052368164, 3.431351900100708, 39.563232421875, 130.71083068847656, 16.518814086914062, 5.838625907897949, 6.150815010070801, 3.797241687774658, 1.4885785579681396, 0.7185997366905212, 1.2713345289230347, 1.9214513301849365, 2.798710346221924, 1.7630094289779663, 1.521467685699463, 2.1248114109039307, 3.7223968505859375, 6.213008403778076, 7.3806471824646, 26.832246780395508]","[19.273874282836914, 4.1805195808410645, 10.746968269348145, 24.832191467285156, 34.74183654785156, 21.573406219482422, 20.332015991210938, 12.461868286132812, 4.6477580070495605, 14.286543846130371, 1.6412386894226074, 1.3140192031860352, 17.884033203125, 3.1928622722625732, 5.4349517822265625, 6.5161004066467285, 4.135495185852051, 7.289384841918945, 8.25362491607666, 7.59472131729126, 11.481921195983887, 31.618494033813477]",56.85460925102234,"[[140   2   0]
 [  0 156   3]
 [  0   0 153]]"
7,1,2,1024,0.9845814977973568,"[592.7252197265625, 13.911467552185059, 7.094615936279297, 5.084446907043457, 7.505718231201172, 7.435294151306152, 4.285006046295166, 11.1702241897583, 110.8790054321289, 61.48265838623047, 9.90919017791748, 6.345471382141113, 5.086827754974365, 2.963939666748047, 1.1384482383728027, 0.8353071212768555, 0.1071394607424736, 1.0102510452270508, 0.30887800455093384, 1.0319401025772095, 0.3915059566497803, 0.07176722586154938, 0.2868890166282654, 0.25342488288879395, 0.034211061894893646, 12.791619300842285, 135.06790161132812, 77.0363540649414, 5.665106296539307, 3.776507616043091, 1.2382594347000122, 1.427937626838684, 0.8529465794563293, 0.42339229583740234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[54.948822021484375, 12.381316184997559, 9.84537124633789, 3.939621925354004, 28.296279907226562, 22.577991485595703, 2.5137457847595215, 10.601417541503906, 35.51460266113281, 20.092252731323242, 7.937016010284424, 38.498565673828125, 16.732906341552734, 3.4048404693603516, 5.1763200759887695, 3.610804319381714, 5.5290985107421875, 2.5733275413513184, 5.332611083984375, 3.5393102169036865, 2.476208209991455, 5.093957424163818, 4.327789306640625, 2.6651885509490967, 6.103067874908447, 8.254132270812988, 599.9581909179688, 17.236736297607422, 8.954988479614258, 4.787198066711426, 13.678230285644531, 8.392783164978027, 2.5371015071868896, 2.3411953449249268, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926, 2.3372769355773926]",238.6942138671875,"[[140   2   0]
 [  1 154   4]
 [  0   0 153]]"
8,1,3,128,0.986784140969163,"[135.4433135986328, 7.149303913116455, 7.224523067474365, 9.764955520629883, 6.3194990158081055, 16.830554962158203, 92.5975112915039, 109.36074829101562, 63.1593017578125, 13.268379211425781, 10.799982070922852, 11.896258354187012, 5.215214729309082, 4.556408405303955, 7.995250701904297, 1.8092517852783203, 3.0967159271240234, 7.521158695220947, 2.554729461669922, 1.975420355796814, 1.7953943014144897, 1.2807189226150513, 5.836133003234863, 2.4309964179992676, 1.613256573677063, 6.500967502593994, 105.54689025878906, 200.0306396484375, 38.03797149658203, 10.516097068786621, 11.462272644042969, 4.692105293273926]","[18.198898315429688, 5.689226150512695, 31.510698318481445, 44.30892562866211, 16.22374725341797, 19.678178787231445, 67.29131317138672, 42.12003707885742, 57.863243103027344, 17.589094161987305, 27.43022346496582, 21.790985107421875, 24.801816940307617, 5.862285614013672, 5.217205047607422, 8.554973602294922, 21.05967903137207, 4.025868892669678, 6.159562110900879, 7.117506980895996, 10.541786193847656, 9.114686965942383, 9.917159080505371, 4.865042686462402, 12.424238204956055, 10.14894962310791, 656.65673828125, 50.903751373291016, 20.601404190063477, 13.86169719696045, 12.416343688964844, 19.933956146240234]",52.4574134349823,"[[140   2   0]
 [  2 157   0]
 [  0   2 151]]"
9,1,3,256,0.9647577092511013,"[143.05224609375, 15.545503616333008, 12.273845672607422, 4.03716516494751, 3.4347984790802, 5.797274589538574, 12.40179443359375, 144.62466430664062, 27.355878829956055, 11.516063690185547, 6.735528945922852, 6.634173393249512, 3.926685094833374, 4.4838032722473145, 3.539750814437866]","[19.079957962036133, 45.43904113769531, 7.825204372406006, 5.471721172332764, 12.47919750213623, 0.7389327883720398, 4.2256622314453125, 41.09173583984375, 17.76781463623047, 29.01750946044922, 18.02056884765625, 42.668487548828125, 14.193177223205566, 2.633740186691284, 11.01783275604248]",29.23133611679077,"[[142   0   0]
 [  8 151   0]
 [  0   8 145]]"
10,1,3,512,0.9911894273127754,"[246.0040740966797, 22.698896408081055, 33.496612548828125, 55.106040954589844, 13.193412780761719, 10.557385444641113, 7.578546047210693, 4.396584510803223, 3.6894657611846924, 3.346864700317383, 0.5976697206497192, 2.146205425262451, 6.828996181488037, 6.948177337646484, 15.142997741699219, 24.11467742919922, 106.83374786376953, 137.37937927246094, 47.71151351928711, 3.8827128410339355, 1.3445812463760376]","[4.141690254211426, 183.6970977783203, 30.480777740478516, 38.764976501464844, 27.690914154052734, 9.064286231994629, 2.389854907989502, 11.079288482666016, 12.977498054504395, 1.1569130420684814, 4.058300018310547, 9.992549896240234, 31.578723907470703, 5.154794216156006, 43.03929901123047, 85.70101165771484, 485.5482482910156, 227.76292419433594, 41.904380798339844, 13.661907196044922, 23.066530227661133]",64.21249008178711,"[[142   0   0]
 [  2 156   1]
 [  0   1 152]]"
11,1,3,1024,0.986784140969163,"[371.3473205566406, 23.322765350341797, 6.795767307281494, 14.880941390991211, 18.8990535736084, 7.106837749481201, 5.586989402770996, 2.1152920722961426, 1.6623201370239258, 1.694883942604065, 1.0433049201965332, 2.683145046234131, 147.46412658691406, 16.972946166992188, 4.209253787994385, 3.7526357173919678, 1.9945905208587646, 0.6445215940475464, 0.834485650062561, 0.2660406827926636, 0.9519357085227966, 0.30348384380340576, 0.3863838315010071, 0.4693430960178375, 0.40233314037323, 0.6523577570915222, 0.4286099672317505, 0.12249309569597244, 0.5788167715072632, 4.196021556854248, 83.39950561523438, 54.98084259033203, 2.232045888900757, 2.091074228286743, 1.745607614517212, 0.39989548921585083, 0.6263940930366516, 0.3016178607940674]","[44.7483024597168, 13.752935409545898, 15.694923400878906, 80.75676727294922, 50.128692626953125, 24.80718994140625, 19.59590721130371, 8.513836860656738, 4.737411975860596, 4.67698860168457, 2.228696584701538, 16.019466400146484, 132.2519073486328, 12.766510963439941, 16.581701278686523, 4.361103057861328, 4.365627765655518, 6.672369003295898, 3.4949846267700195, 5.699498176574707, 2.329119920730591, 1.056255578994751, 3.2797014713287354, 2.422853708267212, 1.5979722738265991, 2.842759609222412, 1.5151244401931763, 1.2825666666030884, 5.129959583282471, 18.24337387084961, 1685.9898681640625, 27.230316162109375, 7.701617240905762, 3.3983006477355957, 4.6103668212890625, 6.402531623840332, 3.4306833744049072, 2.6565916538238525]",219.75229382514954,"[[141   1   0]
 [  2 154   3]
 [  0   0 153]]"
12,1,4,128,0.9757709251101322,"[110.7135009765625, 7.975170135498047, 3.541107177734375, 16.354328155517578, 16.361282348632812, 7.222084045410156, 3.0754237174987793, 4.59072208404541, 8.006362915039062, 71.7296371459961, 68.95716094970703, 56.37454605102539, 23.234220504760742, 13.62763500213623, 8.703228950500488, 2.427755355834961, 1.1061221361160278, 4.1583709716796875, 2.9471871852874756, 10.366586685180664, 3.4247846603393555, 4.1447672843933105, 0.7999825477600098, 2.9731719493865967, 0.797434389591217, 2.5884954929351807, 13.69320011138916, 18.825820922851562, 162.82200622558594, 39.68656921386719, 20.239925384521484, 4.366195201873779, 8.802916526794434, 2.9203572273254395, 5.505519866943359]","[31.88551902770996, 15.036048889160156, 16.732425689697266, 22.999584197998047, 23.485963821411133, 13.194465637207031, 14.466361999511719, 5.457396030426025, 9.807034492492676, 216.76222229003906, 101.88866424560547, 65.63470458984375, 36.756553649902344, 112.22400665283203, 18.81544303894043, 12.064170837402344, 12.155029296875, 10.419797897338867, 39.355125427246094, 25.544368743896484, 19.187206268310547, 9.943472862243652, 10.290913581848145, 11.325813293457031, 6.96560001373291, 20.034250259399414, 22.371883392333984, 30.891393661499023, 476.56964111328125, 56.364959716796875, 38.619293212890625, 21.632644653320312, 32.52534866333008, 7.050968647003174, 5.309595108032227]",70.59790420532227,"[[139   3   0]
 [  0 151   8]
 [  0   0 153]]"
13,1,4,256,0.9669603524229075,"[165.07997131347656, 33.91067886352539, 8.919502258300781, 9.680351257324219, 7.204015731811523, 2.8133344650268555, 4.360564231872559, 118.5218505859375, 121.85413360595703, 64.7844467163086, 48.85240173339844, 10.612669944763184, 10.33665657043457, 3.3277759552001953, 2.5308618545532227, 2.8676881790161133, 4.799326419830322, 5.515542507171631, 10.638283729553223, 4.956632614135742, 8.638740539550781, 2.3442344665527344, 1.2821820974349976, 8.146454811096191, 5.9385175704956055, 18.428359985351562, 4.914309978485107, 15.504402160644531, 79.75918579101562, 73.58695983886719, 27.998741149902344, 1.5766361951828003, 9.634071350097656]","[13.94601058959961, 17.820037841796875, 13.358999252319336, 41.21824645996094, 3.768237829208374, 10.968055725097656, 14.686033248901367, 63.507991790771484, 44.91197967529297, 73.20120239257812, 40.38509750366211, 33.71803283691406, 18.89811134338379, 26.005746841430664, 19.619701385498047, 24.684003829956055, 9.482192039489746, 16.768115997314453, 10.011466979980469, 14.03477954864502, 17.599987030029297, 6.6049675941467285, 44.113250732421875, 13.777641296386719, 19.472063064575195, 37.30712127685547, 114.77775573730469, 108.25068664550781, 63.88146209716797, 259.44036865234375, 28.091495513916016, 33.64852523803711, 25.311962127685547]",77.36883330345154,"[[142   0   0]
 [ 10 144   5]
 [  0   0 153]]"
14,1,4,512,0.973568281938326,"[317.3283996582031, 11.750114440917969, 9.326555252075195, 4.9152913093566895, 16.904888153076172, 25.55499839782715, 12.867961883544922, 5.176393032073975, 2.4679458141326904, 0.6793752312660217, 2.1199731826782227, 9.102892875671387, 16.047840118408203, 15.166708946228027, 2.5320966243743896, 3.2486298084259033, 0.7669118046760559, 1.5525890588760376, 2.0012729167938232, 7.539751052856445]","[19.23162841796875, 8.93892765045166, 1.7391846179962158, 87.07733154296875, 10.605364799499512, 15.965120315551758, 24.7831974029541, 19.550025939941406, 6.613254547119141, 5.585428237915039, 6.632812976837158, 32.662017822265625, 21.44788932800293, 7.944427490234375, 11.228095054626465, 1.1275309324264526, 5.230796813964844, 1.1622285842895508, 1.5146727561950684, 14.720536231994629]",70.69565343856812,"[[138   4   0]
 [  0 151   8]
 [  0   0 153]]"
15,1,4,1024,0.9845814977973568,"[338.82464599609375, 20.535964965820312, 7.483539581298828, 7.222601890563965, 1.7418005466461182, 17.35531997680664, 33.40973663330078, 314.82489013671875, 11.210131645202637, 6.8300933837890625, 1.628572702407837, 3.6014821529388428, 2.719576597213745, 0.7042019963264465, 1.7093662023544312, 0.8934871554374695, 3.208888530731201, 3.070680618286133, 2.3155877590179443, 1.2895584106445312, 2.4012839794158936, 0.7485455870628357, 1.5238863229751587, 1.955413818359375]","[38.81874465942383, 25.692529678344727, 3.013437509536743, 3.5607287883758545, 5.689188480377197, 510.6390075683594, 104.48135375976562, 75.16941833496094, 36.94566345214844, 10.401562690734863, 10.793031692504883, 7.625165939331055, 2.2886993885040283, 1.1161918640136719, 5.636742115020752, 5.984692573547363, 15.282468795776367, 5.875481128692627, 3.5824010372161865, 14.727483749389648, 9.452665328979492, 0.7968395352363586, 10.001282691955566, 3.6003198623657227]",150.45446801185608,"[[142   0   0]
 [  3 152   4]
 [  0   0 153]]"
16,2,1,128,0.9911894273127754,"[133.88877868652344, 8.441790580749512, 10.472514152526855, 6.549912452697754, 5.693385601043701, 32.909088134765625, 22.534135818481445, 33.86025619506836, 28.319982528686523, 31.141210556030273, 28.453710556030273, 7.596372604370117, 5.643001079559326, 7.630460739135742, 17.8701229095459, 57.365203857421875, 62.0391845703125, 30.274080276489258, 2.8903753757476807, 2.8749310970306396, 3.2422664165496826, 2.9689574241638184, 4.859711647033691, 2.294478178024292, 1.8364062309265137, 1.2271503813110485e-08, 1.3367176698864114e-08, 1.314804265462044e-08, 1.314804265462044e-08, 1.314804265462044e-08, 1.314804265462044e-08, 1.314804265462044e-08, 1.2928908610376766e-08, 1.2928908610376766e-08, 1.2928908610376766e-08, 1.2709775454311512e-08]","[6.080721855163574, 9.20711898803711, 14.227503776550293, 11.216169357299805, 14.91675853729248, 90.49047088623047, 82.4778060913086, 11.075584411621094, 32.73525619506836, 18.30741310119629, 18.86686134338379, 20.18292808532715, 12.165842056274414, 13.645373344421387, 6.870943546295166, 19.104063034057617, 231.0570831298828, 13.277467727661133, 29.15988540649414, 14.639925956726074, 17.341623306274414, 14.977256774902344, 10.481566429138184, 15.043935775756836, 3.4547832012176514, 3.490610361099243, 3.4906013011932373, 3.4905853271484375, 3.490568161010742, 3.490546226501465, 3.490527391433716, 3.4905097484588623, 3.4904861450195312, 3.490457534790039, 3.4904253482818604, 3.4904046058654785]",31.6111102104187,"[[142   0   0]
 [  1 155   3]
 [  0   0 153]]"
